source,text,rater1,rater2
kubertenes,Ah right I see,NL,NL
kubertenes,"@zatricky quite, cloud is fine but not always the right solution for everyone. separating yourself from the provider adds complexity, but aids in flexibility",NL,NL
kubertenes,So on API Server you have a certificate which should be signed by some authority,NL,NL
kubertenes,"if I use emptyDir, it works",NL,NL
kubertenes,"kdockery, debian/sid has a 1.7.7 package, (we might see to continue to package it later, or not), I'm mostly trying to get things running for now, figure out how it works",NL,NL
kubertenes,faas-netesd-85895cbddc-qschn 1/1 Running 0 48m,Not,Not
kubertenes,"being specific, if i am running few pods with simple just index.html on nginx with medium traffic....around 1core, 2-3gb is fine- each node...two node cluster lets say.",NL,NL
kubertenes,"so ideally, it shudnt run /apps/mst/deployments/scripts/app_deploy.sh, but I dont even know if it is because of that...",NL,NL
kubertenes,just get rid of it!,NL,NL
kubertenes,our own VMs,NL,NL
kubertenes,HTTP/1.1 200 0.97 secs: 49945 bytes ==> GET /,Not,Not
kubertenes,"Does the Ingress hostname match the cert? If not, nginx won't use the cert.",NL,NL
kubertenes,"@bharath You want to set up a Kubernetes cluster on Windows, or just the kubectl client?",NL,NL
kubertenes,how much is resource hungry master node on-prem? i am on gc and that abstracts...like min spec you would suggest...let's not go application resource usage,NL,NL
kubertenes,@U7JTRT5QS check your kubeconfig file,NL,NL
kubertenes,wow,NL,NL
kubertenes,awww yeah,NL,NL
kubertenes,user root;,Not,Not
kubertenes,hostPath:,Not,Not
kubertenes,preferences: {},Not,Not
kubertenes,gcloud auth activate-service-account --key-file ${PWD}/client-secret.json || die unable to authenticate service account for gcloud,Not,Not
kubertenes,"kdockery, let me see",NL,NL
kubertenes,Oct 26 16:42:20 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:20.045128 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54072: remote error: tls: bad certificate,Not,Not
kubertenes,and you don't have the CA.PEM,NL,NL
kubertenes,What cloud platform do you want to use @U7KQ9SBPF,NL,NL
kubertenes,--volume-plugin-dir=/etc/kubernetes/volumeplugins \,Not,Not
kubertenes,I use a Slack bot deployed as a pod. This will report when the pod changes state from Ready to X,NL,NL
kubertenes,btw great job on this article @U7KM8RVMG https://www.linkedin.com/pulse/automating-docker-container-deployment-github-travis-ci-mike-sparr/,NL,NL
kubertenes,~/dev/brickblock.io $kubectl -n prod exec -t reverse-proxy-prod-nginx-ingress-controller-2327356158-k8srn '/bin/ls /ingress-controller/ssl',Not,Not
kubertenes,I need them to pull and start a fresh new one each time one container exits - Do you mean pull new image?,NL,NL
kubertenes,@tamal thanks. this might be what i was looking for,NL,NL
kubertenes,is there a way to avoid it in the future?,NL,NL
kubertenes,and a login app i wrote,NL,NL
kubertenes,Can you confirm you have any pv claims created?,NL,NL
kubertenes,kubectl logs -p <pod>?,Not,Not
kubertenes,is it possible to mount a container image as a read only volume?,NL,NL
kubertenes,actually i use OIDC and refresh tokens but that is out of the scope of what ur asking so i removed those parts from the config i pasted,NL,NL
kubertenes,then kubectl delete configmap example-redis-config,NL,Not
kubertenes,cluster dns is for? I'm sure I'll need that at some point but is it really the issue here?,NL,NL
kubertenes,Yes you can do with changing PVC,NL,NL
kubertenes,ahaha this stuff always takes its time,NL,NL
kubertenes,mountPath: /tmp/extra-hosts,Not,Not
kubertenes,Do you know when kubernetes stop sending traffic to a pod when the pod is being deleted ?,NL,NL
kubertenes,@walteraa you probably have to enable bactch/v1beta1 in your cluster,NL,NL
kubertenes,"Well, basic idea is that you have centralized logging where you can look over them and search",NL,NL
kubertenes,ingress.kubernetes.io/rewrite-target: /,Not,Not
kubertenes,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif) / break;,Not,Not
kubertenes,kind: Service apiVersion: v1 metadata: name: influxdb spec: type: NodePort ports: - port: 8086 nodePort: 30000 selector: name: influxdb,Not,Not
kubertenes,do you really have nodes with 120m of memory?,NL,NL
kubertenes,isn't it easier just to change the script so that the container is killed instead of being stopped (maybe by killing the entrypoint process) so that k8s will automatically spawn a fresh container? sorry if I've misunderstood your requirement,NL,NL
kubertenes,"@liggitt Any suggestion/workaround on this? https://kubernetes.slack.com/archives/C09NXKJKA/p1509028224000370 So, it seems like defining a new ClusterRole that limits to CRUD on namespaces only should be able to achieve what I need in the existing model, right?",NL,NL
kubertenes,"one more thing, its been 15 minutes since the status of the pod is ContainerCreating",NL,NL
kubertenes,root 612 0.0 0.8 199800 8204 ? Sl 16:59 0:00 ./price-project,Not,Not
kubertenes,disable swap,NL,NL
kubertenes,httpGet:,Not,Not
kubertenes,"that was my first thought, too!",NL,NL
kubertenes,The endpoint for the service should be <pod_ip>:5000. The pod being the one that starts with foo-test-dpl-.,NL,NL
kubertenes,unfortunately I'm in AWS,NL,NL
kubertenes,happy to be of service..,NL,NL
kubertenes,"@liggetm so, with that in mind, it sounds like limiting user access per-namespace isn't really possible? Within-namespace makes sense with RoleBinding, but we're also trying to limit our internal service account to only CRUD Roles and RoleBindings for a specific subset of namespaces. Will gladly contribute docs/examples for this once we get it working.",NL,NL
kubertenes,Do you have a livenessProbe or some other kind of external health check (ELB?) that might be sending a Host header that's not in your nginx configuration?,NL,NL
kubertenes,"yep, if not, i will open a feature request. Let me try ishtio. thanks",NL,NL
kubertenes,"im pretty sure all ipvs calls are done using netlink, so it shouldn't require module paths, as everything should be self-contained in the go binary.",NL,NL
kubertenes,"[{ op: remove, path: /spec/rules/{{ index }} }]",Not,Not
kubertenes,depends on what you need to do. are u on cloud?,NL,NL
kubertenes,preStop:,Not,Not
kubertenes,"no, they are cluster-scoped objects",NL,NL
kubertenes,"@U7PGUCT7E: v1beta2 is a kubernetes v1.8 thing, which version of kubernetes are you using?",NL,NL
kubertenes,"but using the above one, elasticsearch gives me the following error: java.nio.file.AccessDeniedException: /data/nodes",NL,NL
kubertenes,creationTimestamp: null,Not,Not
kubertenes,"kdockery, I'll try with nginx",NL,NL
kubertenes,yea quotas are a step above me too from what my work entails...that's what I mean though I can't even see the pod to find out what namespace it's in because the pod doesn't even come to life and the statefulset is apparently already created but no where to be found,NL,NL
kubertenes,"Over my dead body, i order packages to work so i cn take them home with me at the end of the day",NL,NL
kubertenes,the certificate-authority is optional but you have to skip ssl checks if you don't use it,NL,NL
kubertenes,@weaseal Thanks,NL,NL
kubertenes,that kind of global configuration goes against kubernetes' paradigm,NL,NL
kubertenes,Help pls with k8s 1.8.0 failed to start api server as below:,NL,NL
kubertenes,$PATH,Not,Not
kubertenes,I cant rule out rate limit. Do you happen to know if Lets Encrypt is rate limit increase willing?,NL,NL
kubertenes,@ekarlso a subPath may work for you. Check out this thread: https://stackoverflow.com/questions/33415913/whats-the-best-way-to-share-mount-one-file-into-a-pod,NL,NL
kubertenes,swapoff won't output anything if it succeeds IIRC,NL,NL
kubertenes,yea stick with apply,NL,NL
kubertenes,"Hm, so I discovered the problem. ES can only write to folders that has admin permission. When I changed from root to admin, I could create the logs in the folder",NL,NL
kubertenes,my current config (old) is spawning multiple workers for nginx and php,NL,NL
kubertenes,what image is that?,NL,NL
kubertenes,"nope, I thought it may be fine since I just have one node/master on the same VM",NL,NL
kubertenes,"Ah, try the exec command again",NL,NL
kubertenes,I'm not clear about when a service stops sending traffic to a pod when the pod is being deleted,NL,NL
kubertenes,"Yes, I could mount the docker socket. That's super overkill",NL,NL
kubertenes,wait nevermind.. my clusterrolebinding I have works... I was running into an issue before it was set,NL,NL
kubertenes,yep. is there anykubernetes way or I should run new relic daemon on all pods i.e. configure on docker image?,NL,NL
kubertenes,tl;dr an easier way to handle them besides --namespace=blah or --all-namespaces,NL,NL
kubertenes,@smerrill do I need to do anything special when installing flannel or do I just roll with:,NL,NL
kubertenes,https://kubernetes.io/docs/concepts/configuration/taint-and-toleration/,Not,Not
kubertenes,"i mean, 'm no expert, but /bin/sh is asking a shell for no apparent purpose",NL,NL
kubertenes,ingress traffic is traffic that is external to the cluster,NL,NL
kubertenes,"Anyone have an example of what a websocket _backend_ service might look like for the nginx ingress controller? All I can find are examples of the Ingress resource itself, but I want to see the definition of the service referenced by serviceName.",NL,NL
kubertenes,via foo.bar.com only we expose traffic right carldanley,NL,NL
kubertenes,"so im running multiple postgres containers, on different machines in a master/slave configuration - with fleet I used to just be able to submit a new template file, then restart them manually to make sure the master came up first",NL,NL
kubertenes,I can use kubectl great but i cannot proxy at all,NL,NL
kubertenes,https://kubernetes.io/docs/getting-started-guides/windows/,Not,NL
kubertenes,root 524 0.0 0.3 18200 3104 ? Ss 16:58 0:00 /bin/bash,Not,Not
kubertenes,"Oh so, how can I get my node ip?",NL,NL
kubertenes,That moment you wake up at 4.55AM to see a Slack alert on your phone of pods crashing left right and centre. What a great Friday Morning.,NL,NL
kubertenes,$ kubectl get pods --all-namespaces |grep busybox,Not,Not
kubertenes,@kyrias Are you around? I am trying to understand this issue https://github.com/kubernetes/kubernetes/issues/52266 and looking to fix it,NL,NL
kubertenes,ingress.kubernetes.io/session-cookie-name: blah,Not,Not
kubertenes,"i do everything on the cluster, helm sets up environments and i've got bi-directional sync to all the containers i'm working on",NL,NL
kubertenes,take a look at this too: https://www.telepresence.io/,NL,NL
kubertenes,then I don't see how not to lose traffic ...,NL,NL
kubertenes,"That can sometimes happen if binary data gets sent to your terminal. Every once in awhile if you get disconnected from a server or pod it will happen, too.",NL,NL
kubertenes,I seem to be having trouble getting my route53 domain configuration to update after using kops to create a new cluster. Due to this I get timeout issues,NL,NL
kubertenes,no. all traffic will pass through the ingress-controller(s),NL,NL
kubertenes,kubectl get svc nginx-svc -n test,Not,Not
kubertenes,- name: ELASTICSEARCH_HOST,Not,Not
kubertenes,"Yeah, I didn't think so. Thanks!",NL,NL
kubertenes,@amulholland I agree with you.I did the Wifi test to understand if it was only an issue deriving from internet connectivity or not and it seems that when It's related to specific IP address on the Ethernet adapter,NL,NL
kubertenes,path: /var/lib/docker/containers,Not,Not
kubertenes,I guess those resource quotas are there to prevent this from happening,NL,NL
kubertenes,--kubeconfig=/etc/kubernetes/worker-kubeconfig.yaml \,Not,Not
kubertenes,it restarts just the failing container in the same pod.,NL,NL
kubertenes,"@rochesterinnyc Yes, I believe so",NL,NL
kubertenes,Did it work ?,NL,NL
kubertenes,start=$(date +%s),Not,Not
kubertenes,Can a pod access a configmap (mount a field as an environment variable for instance) if the configmap lives in a different namespace?,NL,NL
kubertenes,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.570503 1194 client.go:72] Connecting to docker on unix:///var/run/docker.sock,Not,Not
kubertenes,As a note on this; I just rebuilt it for the hell of it; and it does seem to be related to one of the configuration variables I was using. Not sure which one yet.. I essentially stripped out many variables just to see if that would fix it; and it did.. going to figure out which variable it was..,NL,NL
kubertenes,"np, thanks!",NL,NL
kubertenes,depend on namespace i want use different host (domain). How can i achieve it? 1) Create separate YAML file for each namespace. 2) ConfigMaps? Is it possible? 3) Another method?,NL,NL
kubertenes,ingress.kubernetes.io/affinity: cookie,Not,Not
kubertenes,"[kubeadm] WARNING: kubeadm is in beta, please do not use it for production clusters.",NL,NL
kubertenes,@masteinhauser yayyyyy,NL,NL
kubertenes,@janst i'm getting an error:,NL,NL
kubertenes,labels:,Not,NL
kubertenes,"After changing the selector in the service you got an endpoint, but curl waits instead of returning. That's why I'm wondering if a) the app is running correctly or b) if it's actually serving on port 5000.",NL,NL
kubertenes,* kubectl config set-credentials kubelet --client-certificate=/srv/kubernetes/${HOSTNAME}.crt --client-key=/srv/kubernetes/${HOSTNAME}.key --embed-certs=true,Not,Not
kubertenes,Description=Docker Application Container Engine Documentation=https://docs.docker.com After=network-online.target firewalld.service Wants=network-online.target [Service] Type=notify ExecStart=/usr/bin/dockerd ExecReload=/bin/kill -s HUP $MAINPID LimitNOFILE=infinity LimitNPROC=infinity LimitCORE=infinity TimeoutStartSec=0 Delegate=yes KillMode=process Restart=on-failure StartLimitBurst=3 StartLimitInterval=60s [Install] WantedBy=multi-user.target,Not,Not
kubertenes,"mine were pdisks so they were defined specifically by their pdisk name, im assumine similar for pvcs as opposed to having it create new ones",NL,NL
kubertenes,prometheus-operator git:(master) helm install --name kube-prometheus --namespace=monitoring helm/kube-prometheus,Not,Not
kubertenes,looks right,NL,NL
kubertenes,https://kubernetes.io/docs/concepts/workloads/controllers/cron-jobs/,Not,Not
kubertenes,minReadySeconds: 5,Not,Not
kubertenes,contexts:,Not,NL
kubertenes,"but thanks all, information k8s doesn't have ready solution for that helps a lot",NL,NL
kubertenes,do u use ingress?,NL,NL
kubertenes,I'm not sure where to begin.,NL,NL
kubertenes,8h 8m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 8,Not,Not
kubertenes,still they will be different deployments,NL,NL
kubertenes,oh that worked (annotating route). My desktop still had cookie cached. Tried it on my mobile and every refresh alternates pods.,NL,NL
kubertenes,simplest bit would be a makefile with sed s|@@DOMAIN@@|your_domain.here|g <ingress.yaml | kubectl apply -f /dev/stdin,NL,NL
kubertenes,"@tamal because deployment restarts the containers when they exit or fail, I need them to pull and start a fresh new one each time one container exits.",NL,NL
kubertenes,What is best approach for logging & monitoring in Kubernetes?,NL,NL
kubertenes,don't know. if nodes are deleted you should see pods pending. looks more like a bug... or maybe api not talking to etcd and so unable to respond in time.... really no idea,NL,NL
kubertenes,"everyone's env is namespaced (via. name, not k8s namespaces)",NL,NL
kubertenes,# restartPolicy: OnFailure,Not,Not
kubertenes,* kubectl config set-credentials kubelet --certificate-authority=/path/to/ca.pem --token=xyz --embed-certs=true,Not,Not
kubertenes,command,NL,NL
kubertenes,"you'll have to post your deployment then, i don't have any good ideas",NL,NL
kubertenes,"@U7JTRT5QS I did it on bare metal, not on GCP",NL,NL
kubertenes,"1 service, 1 port",Not,NL
kubertenes,"Yeah, but is real value gained from moving to Helm? Moving to charts doesnt seem that useful now that its all solved",NL,NL
kubertenes,Type: ConfigMap,Not,NL
kubertenes,i would think,NL,NL
kubertenes,mountPath: /var/lib/docker/containers,Not,Not
kubertenes,- ReadWriteOnce,Not,Not
kubertenes,kubectl delete service -l app=guestbook,Not,Not
kubertenes,[root@kubemaster001 pki]# kubectl get ingress NAME HOSTS ADDRESS PORTS AGE sreactpoc * 80 1h [root@kubemaster001 pki]# kubectl describe ingress Name: sreactpoc Namespace: default Address: Default backend: default-http-backend:80 (<none>) Rules: Host Path Backends ---- ---- -------- * / nginxbuyflow:31565 (<none>) /api nginxbuyflow:31565 (<none>) Annotations: rewrite-target: / Events: <none>,Not,Not
kubertenes,"basically a hardcoded disk name, instead of making kubernetes create the volume for you",NL,NL
kubertenes,as-user-extra: {},Not,Not
kubertenes,all of the above,NL,NL
kubertenes,@parry I've downloaded the coreos ova for that platform,NL,NL
kubertenes,or is there no way to do something like docker run -v $PWD/foo:/foo bash 'cat /foo' ?,NL,NL
kubertenes,yha working for now,NL,NL
kubertenes,Its installation probably includes these plugins...,NL,NL
kubertenes,"yeah exactly, they're just disks you see in the UI that are hard coded to your deployment",NL,NL
kubertenes,i've never used pvcs (i dont do any stateful in k8s anymore) so ymmv there,NL,NL
kubertenes,"Perfect, thanks for confirming. Yes, those are where I got the idea to do this for our internal use too. Thank you so very much!",NL,NL
kubertenes,error: error validating nginxbuyflow-servicenewnodeport.yml: error validating data: field spec.ports[0].port for v1.ServicePort is required,Not,NL
kubertenes,rules:,NL,NL
kubertenes,"grampelberg, oh, no I was trying to create one",NL,NL
kubertenes,"Body: [{Kind:gke,Price:2.35},{Kind:on-prem,Price:1.25}]",Not,Not
kubertenes,name: hapi,Not,Not
kubertenes,f,Not,Not
kubertenes,https://coreos.com/kubernetes/docs/1.0.6/index.html maybe?,Not,Not
kubertenes,"Oh yes, thanks for correcting me @sleepybrett",NL,NL
kubertenes,$,Not,Not
kubertenes,"@kwladyka I generally use multiple yaml files, looking forward to generating then with ksonnet",NL,NL
kubertenes,Can podsecuritypolicy be declared by a localuser to only work in local namespaces? I doubt it but wondering for certain use cases.,NL,NL
kubertenes,"does anyone know why kubectl describe queries the events like /api/v1/namespaces/default/events?fieldSelector=involvedObject.uid=bc91cffd-b9d0-11e7-8525-2e6a5c70d9f0,involvedObject.name=nginx-1423793266-qvrqj,nvolvedObject.namespace=default and not just with the involvedObject.uid ?",NL,NL
kubertenes,The cert is a wild card cert. The hostnames are setup dynamically by helm and are subdomains within that domain.,NL,NL
kubertenes,kubectl calls the api server defined in ~/.kube/config cluster -> server. You just need to force web traffic for that host through your VPN connection.,NL,NL
kubertenes,@foxie kubectl get events just show scaled down podname and scaled up pdname repeatedly without specifying a reason,NL,NL
kubertenes,Deployment = template for a pod. It cannot create two different pods,NL,NL
kubertenes,context is a concept that is client side kubectl only. it's a combination of user+cluster+namespace. it's useful if you are working switching around environments regularly.,NL,NL
kubertenes,worker_processes: 4,Not,Not
kubertenes,@smerrill Thanks smerrill,NL,NL
kubertenes,volumes:,Not,NL
kubertenes,you need to use and Ingress Controller,NL,NL
kubertenes,name: es-fluentd,Not,Not
kubertenes,Ok.,NL,NL
kubertenes,swapoff /dev/dm-0,Not,Not
kubertenes,"or linkerd, which comes with opentracing built in",NL,NL
kubertenes,"is it possible to have deployments that are waiting on PVCs to not startup until the Volume is ready? some sort of readiness check for a volume. Its not a big issue, but just causes a lot of noise when spinning up pods with PVCs",NL,NL
kubertenes,but?,NL,NL
kubertenes,https://medium.com/@mtreacher/writing-a-kubernetes-operator-a9b86f19bfb9,Not,Not
kubertenes,How I can clean this mess I mean all flanneld,NL,NL
kubertenes,I have a nginx pod and it's doing this:,NL,NL
kubertenes,hi all,NL,NL
kubertenes,Creating an ELB takes some time. And it takes additional time for that ELB to determine that the instances behind it are deemed healthy,NL,NL
kubertenes,kubectl version,Not,Not
kubertenes,usually HTTP whether it is working from the outside etc,NL,NL
kubertenes,I don't think there is anything that will fit your use-case as-is.,NL,NL
kubertenes,"I used your manifests to spin up a deployment and service. All I changed was the image to nginx, and the port to 80. Then I changed the port and targetPort of the service to 80. It works just fine.",NL,NL
kubertenes,"If I *delete* a pod, do(es) *service(s)* that send(s) *traffic* to said pod will *immediately stop forwarding traffic* to it ?",NL,NL
kubertenes,disk usage?,NL,NL
kubertenes,"new to kubernetes, are there mechanisms that allow migration of a pod off a node to another node? ie if we are using EC2 ASGs and we know an instance is going to be scaled in, can we move anything running on that node before it is terminated",NL,NL
kubertenes,"You can't speed up the time AWS takes to create the loadbalancer. There are health check settings in the load balancer itself that drive how long it takes to deem a backend instance as healthy, but I don't believe those settings are exposed in K8s annotations.",NL,NL
kubertenes,yes,NL,NL
kubertenes,does anyone know if support for PodPreset is continued in v1.8?,NL,NL
kubertenes,template:,Not,NL
kubertenes,thank you guys,NL,NL
kubertenes,kubectl get pod <name> -o yaml,Not,Not
kubertenes,@ekarlso This guide should contain what you need to do that: https://kubernetes.io/docs/tasks/configure-pod-container/configure-pod-configmap/ See the section titled Add ConfigMap data to a specific path in the Volume,NL,NL
kubertenes,Version v1.14.3-4-gee838f6,Not,Not
kubertenes,how is inter-node network setup? Flannel?,NL,NL
kubertenes,serviceAccountName:,Not,NL
kubertenes,command),Not,NL
kubertenes,busybox 0/1 Error 1 9m,Not,Not
kubertenes,yea I think it's great!,NL,NL
kubertenes,bye all..,NL,NL
kubertenes,"My understanding is your cluster still requires an internet connection to function, but I could be wrong. Although I lost a node the other day when a fool in my office removed an ethernet cable from a staging node.",NL,NL
kubertenes,Is it possible to get multiple LoadBalancer type services to all configure and use a single loadbalancer in AWS?,NL,NL
kubertenes,NodePort will expose your port on every node within your cluster and it's limited with specific port range (default: 30000-32767) which makes it not the best solution.,NL,NL
kubertenes,"@mdavidsen exited 34 minutes ago, https://gist.github.com/anonymous/9a776baace59b2b11f5eb97010a8a2b4",Not,NL
kubertenes,represent the data as bytes,NL,NL
kubertenes,in the events should be more details IMHO,NL,NL
kubertenes,I use ingress too.,NL,NL
kubertenes,aka unsecure self signed certs mess,NL,NL
kubertenes,ah thanks Mate,NL,NL
kubertenes,worker_connections 768;,Not,Not
kubertenes,"Hi, moving forward on the same issue, is it possible to use ingress.kubernetes.io/server-snippet: annotation on the Ingress to add a custom location to nginx controller??",NL,NL
kubertenes,should work.,NL,NL
kubertenes,Weird. I think you have a DNS issue. That would explain the MissingClusterDNS Warning.,NL,NL
kubertenes,Thank you!,NL,NL
kubertenes,Has anyone had any luck bypassing istio for egress traffic? Its described here https://istio.io/docs/tasks/traffic-management/egress.html But I cannot get this to work. I understand you can create rules for http but I need TCP traffic and have been having trouble calling external services directly,NL,NL
kubertenes,kind: Ingress,Not,Not
kubertenes,Slack bot launched as a pod.,NL,NL
kubertenes,and it's probably 'systemd' not 'system',NL,NL
kubertenes,@3molo What about sudo docker ps on the 'xxyy'?,NL,NL
kubertenes,@U7P7RBJEA are you quoting the port when you curl that? $ curl -l 10.10.10.222:5432,NL,NL
kubertenes,my previous question is for everyone if you know the answer,NL,NL
kubertenes,Oct 26 16:42:20 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:20.017921 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54070: remote error: tls: bad certificate,Not,Not
kubertenes,kubectl get persistentvolumes -n blah,Not,Not
kubertenes,Hi all. How does everyone track who created objects in Kubernetes from an audit perspective? Is there an admission controller that can tack on createdByUser/modifiedByUser?,NL,NL
kubertenes,"@U7MP7D5EV, also what labels do you have on your master?",NL,NL
kubertenes,HTTP/1.1 404 0.23 secs: 19 bytes ==> GET /,Not,Not
kubertenes,how do I do that?,NL,NL
kubertenes,"Working on upgrading a kube cluster on 1.7.5 to 1.8.1, nodes are hanging on certificate_manager.go:361] Requesting new certificate. Did the cert rotation get enabled by default in 1.8 and how do I get it to receive a cert?",NL,NL
kubertenes,right,NL,NL
kubertenes,the namespace of a context is the namespace within the cluster you want to use.,NL,NL
kubertenes,selector:,Not,Not
kubertenes,@high_on_bananas This side we have extensive on-premise resources - but not necessarily a good-enough Internet connection for full production services. End result is we have bw-intensive/latency-sensitive/customer-facing services in the cloud with the rest going on-premises. So we prefer not having our deployment strategy be dependent on specific cloud tech.,NL,NL
kubertenes,kubectl config set-cluster..,Not,Not
kubertenes,how to check this ?,NL,NL
kubertenes,mountPath: /var/log,Not,NL
kubertenes,"sorry, it's 1.11.2, 1.12.6, 1.13.1, and 17.03.2 for kubernetes 1.8",NL,NL
kubertenes,gotcha. have to dig into it a bit more. Found this on SO -- https://stackoverflow.com/questions/44663089/how-to-disable-sticky-sessions-in-openshift3 -- so set sticky off but still doing it. Will continue to dig in. thx!,NL,NL
kubertenes,- host: main.foo.eu,Not,Not
kubertenes,"For CICD we use gitlab it is really enterprise friendly, even in community edition. We replaced our buildbot and Jenkins.",NL,NL
kubertenes,great!,NL,NL
kubertenes,Hi @Channel I am trying to create a persistent Volume from a none default storageclass that can be shared between agents. I tried to modify kind: PersistentVolume apiVersion: v1 metadata: name: task-pv-volume-test labels: type: local spec: storageClassName: slow capacity: storage: 10Gi accessModes: - ReadWriteOnce hostPath: path: /tmp/data,NL,NL
kubertenes,--cluster-dns=10.3.0.10 \,Not,Not
kubertenes,@mdornfe1 you can see an example here,NL,NL
kubertenes,"if I choose the overlay network, the firewall (pfsense) doesn't need to do anything right?",NL,NL
kubertenes,cant get any,NL,NL
kubertenes,depends...,NL,NL
kubertenes,my logs also seem to be filling up with,NL,NL
kubertenes,metadata:,Not,NL
kubertenes,i guess that could be a very good reason,NL,NL
kubertenes,"oh... interesting. thanks, I'll check it out.",NL,NL
kubertenes,@U7K7RV0M9 Use probes https://kubernetes.io/docs/tasks/configure-pod-container/configure-liveness-readiness-probes/,NL,NL
kubertenes,:party_parrot:,Not,Not
kubertenes,users:,Not,NL
kubertenes,cat /etc/systemd/system/kubelet.service.d/10-kubeadm.conf|grep -i cgroup Environment=KUBELET_CGROUP_ARGS=--cgroup-driver=systemd,Not,Not
kubertenes,"@vina opentracing does some amazing things, and I recommend it as well, but you might also look at some of the pieces like weave (presuming that it's an option for your networking) and their monitoring, or Istio and what it can do to provide inter-Pod communications details",NL,NL
kubertenes,"Notice that the main difference is that, for some reason, with v1.8 it fails to contact the ec2 api. I'm puzzled. These are the flags i'm using to run kubelet",NL,NL
kubertenes,yeah 2nd optionit needs to be installed as a php extension,NL,NL
kubertenes,etc/systemd/... is the one that overrides the usr/lib one,NL,NL
kubertenes,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.077539 1194 aws.go:806] Building AWS cloudprovider,Not,Not
kubertenes,Hi @amulholland,NL,NL
kubertenes,"@liggitt Thinking, that seems reasonable. It's different from what I was approaching but makes more sense. Thank you!",NL,NL
kubertenes,- context:,Not,NL
kubertenes,ERROR: logging before flag.Parse: I1026 21:33:17.409967 1 server.go:45] Starting server (options {DnsMasqPort:53 DnsMasqAddr:127.0.0.1 DnsMasqPollIntervalMs:5000 Probes:[{Label:kubedns Server:127.0.0.1:10053 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1} {Label:dnsmasq Server:127.0.0.1:53 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1}] PrometheusAddr:0.0.0.0 PrometheusPort:10054 PrometheusPath:/metrics PrometheusNamespace:kubedns}),Not,NL
kubertenes,"@mdavidsen it worked, I could exec -ti it. I then quit it and well here it is in limbo. It's in the /api/v1/pods output if the api",NL,NL
kubertenes,Have anyone idea why I do have connection refused on new pods created by a deployment?,NL,Not
kubertenes,@U7LULHTJL Look at helm and ask in that room too.,NL,NL
kubertenes,backend:,Not,NL
kubertenes,@masteinhauser can chat here or in sig-auth,NL,NL
kubertenes,"8086 should be the prometheus port, i did not use that so far...",NL,NL
kubertenes,I don't have an example but you would need to install kubectl CLI it on your container before launching it in a pod and then probably have a secret that contains your config file and have it mounted to that pod upon creation. @mdornfe1,NL,NL
kubertenes,"Ok, let me fix this first then",NL,NL
kubertenes,k i created service as a nodeport it is working for now is it good approach ?,NL,NL
kubertenes,but! I now realize that I was looking at docs for the nginxinc one and didn't even realize they were 2 different things. so thank you!,NL,NL
kubertenes,# restartPolicy: OnSuccess,Not,Not
kubertenes,HTTP/1.1 200 0.97 secs: 54722 bytes ==> GET /,Not,Not
kubertenes,"[{ op: add, path: /spec/rules/{{ index }} }]",Not,Not
kubertenes,"if all it has crud on is namespace and rolebinding objects, then it would only be allowed to bind to clusterroles with those limited permissions",NL,NL
kubertenes,insecure-skip-tls-verify: true,Not,Not
kubertenes,"@U7L73A2RE sorry, missed the question. no, the actual content of the role/clusterrole being bound is inspected as part of creating the binding",NL,NL
kubertenes,or while true,NL,NL
kubertenes,- name: admin,Not,Not
kubertenes,"is there a way to force kubectl to run commands through a VPN? I'm trying to lock down access to just intra-VPC connections, and I can now ssh from within the VPN, but kubectl times out",NL,NL
kubertenes,"you should have the Job exit cleanly, then a new one will spawn to replace it",NL,NL
kubertenes,@mikej Thanks. Apparently the pod is already authenticated to access the api. I tried kubectl get pods and it worked just fine.,NL,NL
kubertenes,@pep isn't it the namespace? like kubectl get svc --all-namespaces,NL,NL
kubertenes,"Flannel in host-gw mode is probably the easiest then, since it will add route table entries to each host. You may need to also whitelist your pod IP range in your firewall for it to work.",NL,NL
kubertenes,the goals to delete those deployments first so the disks detach and are able to move to the new cluster when the new pods spin up,NL,NL
kubertenes,"Oh, try lining up the - with the a in accessModes",NL,NL
kubertenes,"@U7L73A2RE FYI, I just checked the docs on what you stated and it sounds like that shouldn't be allowed, but it definitely seems like it could be based around the ClusterRole scope versus a RoleBinding scope: https://kubernetes.io/docs/admin/authorization/rbac/#privilege-escalation-prevention-and-bootstrapping > A user can only create/update a role if they already have all the permissions contained in the role, *at the same scope as the role* (cluster-wide for a ClusterRole, within the same namespace or cluster-wide for a Role)",NL,NL
kubertenes,I'm using your exact manifest (I just changed the namespace to default),NL,NL
